source_ko	title_en
투자판단관련주요경영사항 (CTP51(키트루다 바이오시밀러) 한국 임상 3상 시험계획 변경신청)	Material Management Matter Related to Investment Decisions (Korean Phase 3 Clinical Trial Amendment Application for CT-P51, a Keytruda Biosimilar)
투자판단관련주요경영사항 (CTP51(키트루다 바이오시밀러) 한국 임상 3상 시험계획 승인)	Material Management Matter Related to Investment Decisions (Korean Phase 3 Clinical Trial Authorization for CT-P51, a Keytruda Biosimilar)
투자판단관련주요경영사항 (CTP51(키트루다 바이오시밀러) 한국 임상 3상 시험계획 신청)	Material Management Matter Related to Investment Decisions (Korean Phase 3 Clinical Trial Application for CT-P51, a Keytruda Biosimilar)
투자판단관련주요경영사항 (CTP51(키트루다 바이오시밀러) 한국 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for CT-P51, a Keytruda Biosimilar)
투자판단관련주요경영사항 (CTP55(코센틱스 바이오시밀러) 미국 임상 3상 시험계획 변경신청 승인 )	Material Management Matter Related to Investment Decisions (Approval of a U.S. Phase 3 Clinical Trial Amendment Application for CT-P55, a Cosentyx Biosimilar)
투자판단관련주요경영사항 (CTP55(코센틱스 바이오시밀러) 미국 임상 3상 시험계획 변경신청)	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Amendment Application for CT-P55, a Cosentyx Biosimilar)
투자판단관련주요경영사항 (CTP55(코센틱스 바이오시밀러) 미국 임상 3상 시험계획 승인)	Material Management Matter Related to Investment Decisions (U.S. Phase 3 Clinical Trial Authorization for CT-P55, a Cosentyx Biosimilar)
투자판단관련주요경영사항 (CTP55(코센틱스 바이오시밀러) 미국 품목허가 신청)	Material Management Matter Related to Investment Decisions (U.S. Marketing Authorization Application for CT-P55, a Cosentyx Biosimilar)
투자판단관련주요경영사항 (CTP55(코센틱스 바이오시밀러) 유럽 임상 3상 시험계획 변경신청 승인(Part 1&2))	Material Management Matter Related to Investment Decisions (Approval of a European Phase 3 Clinical Trial Amendment Application, Parts 1 and 2, for CT-P55, a Cosentyx Biosimilar)
투자판단관련주요경영사항 (CTP55(코센틱스 바이오시밀러) 유럽 임상 3상 시험계획 변경신청(Part1&2))	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Amendment Application, Parts 1 and 2, for CT-P55, a Cosentyx Biosimilar)
투자판단관련주요경영사항 (CTP55(코센틱스 바이오시밀러) 유럽 임상 3상 시험계획 승인(Part1&2))	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Authorization, Parts 1 and 2, for CT-P55, a Cosentyx Biosimilar)
투자판단관련주요경영사항 (CTP55(코센틱스 바이오시밀러) 유럽 임상 3상 시험계획 신청(Part1&2))	Material Management Matter Related to Investment Decisions (European Phase 3 Clinical Trial Application, Parts 1 and 2, for CT-P55, a Cosentyx Biosimilar)
투자판단관련주요경영사항 (CTP55(코센틱스 바이오시밀러) 유럽 품목허가 신청)	Material Management Matter Related to Investment Decisions (European Marketing Authorization Application for CT-P55, a Cosentyx Biosimilar)
투자판단관련주요경영사항 (CTP55(코센틱스 바이오시밀러) 한국 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for CT-P55, a Cosentyx Biosimilar)
투자판단관련주요경영사항 (CTP6 SC(허쥬마 피하주사 제형) 유럽 제형 추가 신청)	Material Management Matter Related to Investment Decisions (European Application to Add the CT-P6 SC Subcutaneous Herzuma Formulation)
투자판단관련주요경영사항 (CTP6 SC(허쥬마 피하주사 제형) 한국 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for CT-P6 SC, Subcutaneous Herzuma)
투자판단관련주요경영사항 (EYZANFY주 (ALT-L9 애플리버셉트) 한국 품목허가 신청)	Material Management Matter Related to Investment Decisions (Korean Marketing Authorization Application for EYZANFY Injection, ALT-L9 Aflibercept)
투자판단관련주요경영사항 (PD1 x VEGF x IL2v 삼중융합단백질 신약 개발을 위한 공동연구개발 및 라이선스 계약 체결)	Material Management Matter Related to Investment Decisions (Joint Research and Development and License Agreement for a PD1 x VEGF x IL2v Triple-Fusion Protein Drug)
투자판단관련주요경영사항 (개발 전략 변경에 따른 CTP13 SC(램시마 피하주사 제형) 유럽 임상 3상 시험 계획 Part 1 승인 만료 (궤양성 대장염 소아 환자))	Material Management Matter Related to Investment Decisions (Expiration of European Phase 3 Clinical Trial Part 1 Authorization for CT-P13 SC, Subcutaneous Remsima, in Pediatric Ulcerative Colitis Patients Following a Development Strategy Change)
투자판단관련주요경영사항 (개발 전략 변경에 따른 CTP13 SC(램시마 피하주사 제형) 유럽 임상 3상 시험 계획 Part 1 승인 만료 (크론병 소아 환자))	Material Management Matter Related to Investment Decisions (Expiration of European Phase 3 Clinical Trial Part 1 Authorization for CT-P13 SC, Subcutaneous Remsima, in Pediatric Crohn's Disease Patients Following a Development Strategy Change)
투자판단관련주요경영사항 (공간전사체 기반 항체 발굴 및 후속 연구 개발을 위한 공동연구계약 체결)	Material Management Matter Related to Investment Decisions (Joint Research Agreement for Spatial Transcriptomics-Based Antibody Discovery and Subsequent Research and Development)
투자판단관련주요경영사항 (마이크로바이옴 장질환 신약 후보물질 Licensein 계약 체결)	Material Management Matter Related to Investment Decisions (License-In Agreement for a Microbiome-Based Intestinal Disease Drug Candidate)
투자판단관련주요경영사항 (미국 원료의약품 시설 보유한 기업 인수에 대한 독점 교섭 확약 체결 (우선협상대상자 선정))	Material Management Matter Related to Investment Decisions (Exclusive Negotiation Commitment for Acquisition of a Company with a U.S. Active Pharmaceutical Ingredient Facility; Selection as Preferred Bidder)
투자판단관련주요경영사항 (스테키마(CTP43, 스텔라라 바이오시밀러) 미국식품의약국(FDA) 최종 판매 허가 획득)	Material Management Matter Related to Investment Decisions (Final FDA Marketing Approval for STEQEYMA, CT-P43, a Stelara Biosimilar)
투자판단관련주요경영사항 (스테키마(CTP43, 스텔라라 바이오시밀러) 유럽연합진행위원회(EC) 최종판매허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for STEQEYMA, CT-P43, a Stelara Biosimilar)
투자판단관련주요경영사항 (스테키마CT-P43, 스텔라라 바이오시밀러 한국MFDS 품목허가 획득)	Material Management Matter Related to Investment Decisions (Korean MFDS Marketing Authorization for STEQEYMA, CT-P43, a Stelara Biosimilar)
투자판단관련주요경영사항 (스토보클로&오센벨트(CTP41, 프롤리아&엑스지바 바이오시밀러) 미국식품의약국(FDA) 최종 판매 허가 획득)	Material Management Matter Related to Investment Decisions (Final FDA Marketing Approval for STOBOCLO and OSENVELT, CT-P41, Prolia and Xgeva Biosimilars)
투자판단관련주요경영사항 (스토보클로&오센벨트(CTP41, 프롤리아&엑스지바 바이오시밀러) 한국(MFDS) 품목허가 획득)	Material Management Matter Related to Investment Decisions (Korean MFDS Marketing Authorization for STOBOCLO and OSENVELT, CT-P41, Prolia and Xgeva Biosimilars)
투자판단관련주요경영사항 (아이덴젤트(CTP42, 아일리아 바이오시밀러) 미국식품의약국(FDA) 최종 판매 허가 획득)	Material Management Matter Related to Investment Decisions (Final FDA Marketing Approval for EYDENZELT, CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항 (아이덴젤트(CTP42, 아일리아 바이오시밀러) 유럽연합진행위원회(EC) 최종판매허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for EYDENZELT, CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항 (아이덴젤트CT-P42, 아일리아 바이오시밀러 한국MFDS 품목허가 획득)	Material Management Matter Related to Investment Decisions (Korean MFDS Marketing Authorization for EYDENZELT, CT-P42, an Eylea Biosimilar)
투자판단관련주요경영사항 (아이젠피주(ALT-L9, 아일리아 바이오시밀러) 식약처 품목허가 승인)	Material Management Matter Related to Investment Decisions (MFDS Marketing Authorization for AIZENPI Injection, ALT-L9, an Eylea Biosimilar)
투자판단관련주요경영사항 (앱토즈마(CTP47, 로악템라 바이오시밀러) 유럽연합진행위원회(EC) 최종판매허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for AVTOZMA, CT-P47, a RoActemra Biosimilar)
투자판단관련주요경영사항 (앱토즈마(CTP47, 악템라 바이오시밀러) 미국식품의약국(FDA) 최종 판매 허가 획득)	Material Management Matter Related to Investment Decisions (Final FDA Marketing Approval for AVTOZMA, CT-P47, an Actemra Biosimilar)
투자판단관련주요경영사항 (앱토즈마주(CTP47, 악템라주 바이오시밀러) 한국(MFDS) 품목허가 획득)	Material Management Matter Related to Investment Decisions (Korean MFDS Marketing Authorization for AVTOZMA Injection, CT-P47, an Actemra Biosimilar)
투자판단관련주요경영사항 (앱토즈마피하주사(CTP47, 악템라 바이오시밀러) 한국(MFDS) 품목허가 획득)	Material Management Matter Related to Investment Decisions (Korean MFDS Marketing Authorization for Subcutaneous AVTOZMA, CT-P47, an Actemra Biosimilar)
투자판단관련주요경영사항 (옴리클로(CT-P39, 졸레어 바이오시밀러) 유럽연합진행위원회(EC) 최종판매허가 획득)	Material Management Matter Related to Investment Decisions (Final European Commission Marketing Authorization for OMLYCLO, CT-P39, a Xolair Biosimilar)
투자판단관련주요경영사항 (옴리클로(CTP39, 졸레어 바이오시밀러) 미국식품의약국(FDA) 최종 판매 허가 획득)	Material Management Matter Related to Investment Decisions (Final FDA Marketing Approval for OMLYCLO, CT-P39, a Xolair Biosimilar)
